DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P6210;P6210S1;P1366;P756;P756S3;P755;P755S3;P753;P753S3;P1662;P6080;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P1906S9;P3038;P3039
689222;237;2;1;2;59.018894523;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689229;237;1;1;1;69.720995711;5;511;5;2;;1;;1;;;9;4;4;3;3;4;4;4;4;4;1;2
689229;237;2;1;2;69.720995711;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689230;237;1;1;1;74.860256014;3;302;5;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
689231;237;1;1;1;68.402132318;6;607;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689232;237;1;1;1;43.991577185;5;510;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689232;237;2;1;2;43.991577185;4;409;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689232;237;3;1;3;43.991577185;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689232;237;4;1;4;43.991577185;5;510;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
689234;237;1;1;1;32.105967633;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689234;237;2;1;2;32.105967633;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689234;237;3;1;3;32.105967633;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689234;237;4;1;4;32.105967633;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
689236;237;1;1;1;78.222650649;6;601;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689236;237;2;1;2;78.222650649;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
689239;237;1;1;1;51.986776275;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689239;237;2;1;2;51.986776275;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689240;237;1;1;1;48.475438461;3;302;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689241;237;1;1;1;69.287763;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689241;237;2;1;2;69.287763;4;407;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689243;237;1;1;1;48.86493864;6;602;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
689243;237;2;1;2;48.86493864;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689243;237;3;1;3;48.86493864;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689244;237;1;1;1;56.711997614;6;605;3;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
689244;237;2;1;2;56.711997614;6;605;3;2;;1;;1;;;9;4;4;3;3;4;4;4;4;4;1;2
689245;237;1;1;1;48.15023805;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689245;237;2;1;2;48.15023805;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689246;237;1;1;1;40.427020964;6;602;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689246;237;2;1;2;40.427020964;6;602;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689246;237;3;1;3;40.427020964;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689248;237;2;1;2;34.587646545;3;302;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689248;237;1;1;1;34.587646545;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689249;237;1;1;1;55.474489945;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689249;237;2;1;2;55.474489945;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689250;237;1;1;1;51.108245503;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689250;237;2;1;2;51.108245503;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689251;237;1;1;1;57.222209357;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689251;237;2;1;2;57.222209357;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689252;237;1;1;1;56.459628325;3;305;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689253;237;1;1;1;18.726421643;4;408;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689253;237;2;1;2;18.726421643;1;100;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689253;237;3;1;3;18.726421643;1;100;6;1;;1;;1;;;9;3;3;3;3;3;2;1;2;2;1;2
689253;237;4;1;4;18.726421643;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689253;237;6;2;2;18.726421643;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689253;237;7;2;3;18.726421643;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689253;237;8;2;4;18.726421643;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689253;237;5;2;1;18.726421643;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689253;237;9;3;1;18.726421643;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689253;237;10;3;2;18.726421643;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689254;237;1;1;1;67.752491905;3;302;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
689254;237;2;1;2;67.752491905;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;1
689255;237;1;1;1;78.520001176;5;511;3;2;;1;;1;;;9;3;4;4;4;4;4;4;4;4;1;2
689255;237;2;1;2;78.520001176;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689256;237;1;1;1;76.17568901;5;513;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689265;237;1;1;1;29.184909789;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689267;237;1;1;1;45.61997453;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689268;237;2;1;2;21.43439463;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689268;237;3;1;3;21.43439463;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689268;237;1;1;1;21.43439463;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689270;237;1;1;1;45.619682594;5;511;2;3;3;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689270;237;2;1;2;45.619682594;5;511;2;3;3;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689271;237;1;1;1;51.601911083;5;511;6;3;3;3;3;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689274;237;1;1;1;39.682390631;3;302;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689274;237;2;1;2;39.682390631;4;409;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689274;237;3;1;3;39.682390631;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689274;237;4;1;4;39.682390631;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689274;237;5;1;5;39.682390631;4;409;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
689274;237;8;2;1;39.682390631;4;407;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689274;237;9;2;2;39.682390631;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689275;237;1;1;1;41.921743368;5;511;4;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689276;237;1;1;1;44.12837748;6;603;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689276;237;2;1;2;44.12837748;6;605;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689276;237;3;1;3;44.12837748;5;513;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689280;237;1;1;1;31.811723561;3;305;4;1;;1;;1;;;9;3;3;3;3;3;3;3;4;3;1;2
689280;237;2;1;2;31.811723561;6;600;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689280;237;3;1;3;31.811723561;6;603;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689282;237;1;1;1;46.884920704;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689282;237;2;1;2;46.884920704;5;511;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
689283;237;1;1;1;28.1058081;5;511;4;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
689283;237;3;1;3;28.1058081;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689283;237;4;1;4;28.1058081;5;510;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
689283;237;2;1;2;28.1058081;6;608;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
689285;237;2;1;2;37.941395467;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689285;237;1;1;1;37.941395467;5;511;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
689288;237;1;1;1;36.676157357;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689288;237;2;1;2;36.676157357;3;303;2;2;;2;;2;;7;5;4;4;4;4;4;4;4;4;4;1;2
689291;237;1;1;1;39.948958722;5;511;2;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
689291;237;2;1;2;39.948958722;5;511;2;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
689291;237;3;1;3;39.948958722;5;510;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
689294;237;1;1;1;70.863660092;5;511;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
689294;237;2;1;2;70.863660092;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689295;237;1;1;1;71.1401165;5;511;5;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
689295;237;2;1;2;71.1401165;5;513;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689296;237;1;1;1;63.987578769;6;600;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689297;237;1;1;1;43.480745137;6;605;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689297;237;2;1;2;43.480745137;6;606;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689297;237;3;1;3;43.480745137;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689297;237;4;1;4;43.480745137;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689298;237;1;1;1;61.135875745;3;303;6;1;;1;;1;;;9;3;4;3;4;4;4;4;4;4;2;1
689299;237;1;1;1;43.823757242;5;513;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689299;237;2;1;2;43.823757242;3;305;4;1;;1;;1;;;9;2;2;2;2;2;2;1;2;1;1;2
689303;237;1;1;1;33.198721033;6;607;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689303;237;2;1;2;33.198721033;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689305;237;1;1;1;33.491241609;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689305;237;2;1;2;33.491241609;6;601;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689305;237;3;1;3;33.491241609;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689306;237;1;1;1;46.505941236;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689306;237;2;1;2;46.505941236;6;601;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689307;237;1;1;1;39.948958722;6;602;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689307;237;2;1;2;39.948958722;6;601;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689307;237;3;1;3;39.948958722;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
689308;237;1;1;1;48.331264024;3;302;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689308;237;2;1;2;48.331264024;4;408;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689308;237;3;1;3;48.331264024;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689309;237;1;1;1;65.397303171;3;305;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689309;237;2;1;2;65.397303171;4;409;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689309;237;3;1;3;65.397303171;5;510;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
689310;237;1;1;1;40.96902722;5;511;5;1;;1;;1;;;9;4;4;2;2;2;4;4;4;3;1;2
689310;237;2;1;2;40.96902722;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689311;237;1;1;1;69.685561749;4;406;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689312;237;1;1;1;65.441841923;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689313;237;1;1;1;79.984473461;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689314;237;1;1;1;44.970546128;5;510;4;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689314;237;2;1;2;44.970546128;6;601;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689315;237;1;1;1;70.327381056;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689315;237;2;1;2;70.327381056;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689317;237;1;1;1;43.627894615;6;610;5;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
689318;237;1;1;1;47.793320771;4;409;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689318;237;2;1;2;47.793320771;4;409;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689318;237;3;1;3;47.793320771;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689318;237;4;1;4;47.793320771;3;303;3;2;;1;;1;;;9;3;4;3;3;4;4;4;4;4;1;2
689318;237;5;1;5;47.793320771;3;303;3;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
689319;237;1;1;1;47.950487083;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689319;237;2;1;2;47.950487083;5;511;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689320;237;1;1;1;38.803699909;4;407;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689320;237;2;1;2;38.803699909;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689321;237;1;1;1;66.177966114;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689321;237;2;1;2;66.177966114;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689323;237;1;1;1;47.950487083;6;601;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689323;237;2;1;2;47.950487083;6;601;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689324;237;1;1;1;60.594298077;3;305;6;1;;1;;1;;;9;4;4;3;3;4;4;4;4;4;2;1
689325;237;1;1;1;63.026727747;6;610;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689325;237;2;1;2;63.026727747;6;610;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689326;237;1;1;1;60.594298077;3;305;1;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689327;237;3;1;3;38.098973549;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
689327;237;1;1;1;38.098973549;3;305;3;1;;1;;1;;;9;4;4;4;2;2;4;4;4;4;2;1
689327;237;2;1;2;38.098973549;6;601;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689328;237;1;1;1;79.09233313;5;513;6;2;;1;;1;;;1;4;4;4;4;4;4;4;4;4;1;2
689328;237;2;1;2;79.09233313;3;305;6;2;;1;;1;;;1;4;4;3;4;4;4;4;4;4;1;2
689329;237;1;1;1;24.399126998;6;613;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689329;237;2;1;2;24.399126998;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
689330;237;1;1;1;27.849321873;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689330;237;2;1;2;27.849321873;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689330;237;3;1;3;27.849321873;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689330;237;4;1;4;27.849321873;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689331;237;1;1;1;37.377455723;6;605;6;2;;1;;1;;;9;4;4;3;4;4;4;4;4;3;1;2
689331;237;2;1;2;37.377455723;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689331;237;3;2;1;37.377455723;3;305;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689332;237;1;1;1;53.894027651;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689332;237;2;1;2;53.894027651;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689333;237;1;1;1;55.75882142;1;100;6;1;;1;;1;;;9;4;4;4;3;4;4;4;4;4;1;2
689333;237;2;1;2;55.75882142;3;305;6;1;;1;;1;;;9;4;4;3;3;4;4;4;4;4;1;2
689333;237;3;1;3;55.75882142;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689334;237;1;1;1;29.184909789;6;610;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689335;237;1;1;1;34.126708677;6;610;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689336;237;1;1;1;36.339729979;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689337;237;1;1;1;28.797982504;3;303;5;2;;1;;1;;;9;3;4;3;4;4;4;4;4;4;1;2
689337;237;2;1;2;28.797982504;3;305;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689337;237;3;1;3;28.797982504;5;511;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689337;237;4;1;4;28.797982504;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689337;237;5;1;5;28.797982504;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689339;237;1;1;1;31.622914176;6;605;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689339;237;2;1;2;31.622914176;6;601;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689339;237;3;1;3;31.622914176;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689340;237;1;1;1;78.062396716;3;305;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689340;237;2;1;2;78.062396716;3;305;3;2;;1;;1;;;9;4;4;3;3;4;4;4;4;4;1;2
689341;237;1;1;1;82.369398457;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689342;237;1;1;1;79.425977819;3;305;5;2;;1;;1;;;9;4;4;4;3;3;4;4;4;4;1;2
689342;237;2;1;2;79.425977819;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689342;237;3;1;3;79.425977819;6;610;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689342;237;4;1;4;79.425977819;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689342;237;5;1;5;79.425977819;5;511;3;1;;1;;1;;;9;4;4;4;3;4;4;4;4;4;2;1
689342;237;6;1;6;79.425977819;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689343;237;1;1;1;79.917478472;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689343;237;2;1;2;79.917478472;6;602;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689344;237;1;1;1;89.189725487;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689344;237;2;1;2;89.189725487;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689344;237;3;1;3;89.189725487;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689344;237;4;1;4;89.189725487;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689344;237;5;1;5;89.189725487;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689345;237;1;1;1;62.183756653;4;409;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689346;237;1;1;1;73.600577119;6;601;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689346;237;2;1;2;73.600577119;3;305;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689346;237;3;1;3;73.600577119;5;510;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689347;237;1;1;1;79.917478472;4;409;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689347;237;2;1;2;79.917478472;5;511;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689348;237;1;1;1;80.25039675;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689348;237;2;1;2;80.25039675;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689349;237;1;1;1;95.495042041;6;601;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689349;237;2;1;2;95.495042041;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689350;237;1;1;1;40.886639226;6;605;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689350;237;2;1;2;40.886639226;6;605;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689350;237;3;1;3;40.886639226;6;604;6;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
689351;237;1;1;1;64.851837271;6;605;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;3;1;2
689351;237;2;1;2;64.851837271;6;607;3;1;;1;;1;;;9;3;4;3;2;2;4;2;4;3;2;1
689353;237;1;1;1;34.126708677;6;602;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689354;237;5;1;5;35.519738357;6;603;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689354;237;6;1;6;35.519738357;6;605;3;1;;1;;1;;;1;4;4;4;4;4;4;4;4;4;2;1
689354;237;1;1;1;35.519738357;6;605;3;1;;1;;1;;;9;3;4;4;4;4;4;4;4;4;2;1
689354;237;2;1;2;35.519738357;4;407;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
689354;237;3;1;3;35.519738357;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689355;237;1;1;1;35.755853129;6;607;3;1;;1;;1;;;1;4;4;4;4;3;4;4;4;4;2;1
689355;237;2;1;2;35.755853129;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689355;237;3;1;3;35.755853129;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689356;237;1;1;1;29.184909789;6;605;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689357;237;1;1;1;33.95940496;3;305;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689357;237;2;1;2;33.95940496;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689359;237;1;1;1;35.664414631;6;605;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689359;237;2;1;2;35.664414631;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689359;237;3;1;3;35.664414631;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689360;237;1;1;1;56.9120932;6;602;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689360;237;2;1;2;56.9120932;6;603;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689361;237;1;1;1;70.327381056;3;305;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689361;237;2;1;2;70.327381056;4;409;3;2;;1;;1;;;9;4;4;4;3;4;4;4;4;4;1;2
689362;237;3;1;3;31.562996841;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689362;237;1;1;1;31.562996841;6;614;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689362;237;2;1;2;31.562996841;6;607;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689363;237;1;1;1;34.994400046;3;305;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689363;237;2;1;2;34.994400046;3;305;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689364;237;1;1;1;43.592808111;3;305;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689364;237;2;1;2;43.592808111;4;409;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689366;237;1;1;1;33.95940496;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689366;237;2;1;2;33.95940496;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689367;237;1;1;1;30.814054241;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689367;237;2;1;2;30.814054241;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689367;237;3;1;3;30.814054241;6;608;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689368;237;1;1;1;61.647006407;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689368;237;2;1;2;61.647006407;5;511;3;2;;1;;1;;;9;4;4;3;3;3;4;4;4;3;1;2
689368;237;3;1;3;61.647006407;6;600;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
689369;237;1;1;1;38.816429044;6;607;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689370;237;1;1;1;32.201806778;6;602;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
689370;237;2;1;2;32.201806778;6;605;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
