DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P6210;P6210S1;P1366;P756;P756S3;P755;P755S3;P753;P753S3;P1662;P6080;P1906S1;P1906S2;P1906S3;P1906S4;P1906S5;P1906S6;P1906S7;P1906S8;P1906S9;P3038;P3039
681073;237;2;1;2;87.170157516;5;511;2;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681074;237;1;1;1;79.338913528;4;409;2;2;;2;;1;;;1;4;4;4;4;4;4;4;4;4;1;2
681074;237;2;1;2;79.338913528;4;407;2;2;;2;;1;;;1;4;4;4;4;4;4;4;4;4;2;1
681075;237;1;1;1;104.36211747;1;100;3;2;;1;;1;;;9;4;4;4;3;4;4;4;4;4;2;1
681075;237;2;1;2;104.36211747;3;303;3;2;;1;;1;;;9;4;4;4;4;4;3;4;4;4;1;2
681076;237;1;1;1;956.38915939;3;303;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681076;237;2;1;2;956.38915939;3;303;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681076;237;3;1;3;956.38915939;5;511;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681077;237;1;1;1;1597.3827054;3;302;5;2;;1;;1;;;9;4;4;3;3;3;4;4;4;4;2;1
681078;237;1;1;1;956.38915939;3;305;3;2;;1;;1;;;9;4;4;3;2;3;4;4;4;4;1;2
681078;237;2;1;2;956.38915939;1;100;3;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
681078;237;3;1;3;956.38915939;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681079;237;1;1;1;956.38915939;4;409;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681079;237;2;1;2;956.38915939;3;304;2;2;;1;;1;;;9;4;4;4;3;4;4;4;4;4;1;2
681080;237;1;1;1;1597.3827054;1;100;4;2;;1;;1;;;9;2;4;3;3;3;3;4;3;4;2;1
681081;237;1;1;1;2400.1138793;3;305;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681081;237;2;1;2;2400.1138793;3;304;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681082;237;3;1;3;956.38915939;1;100;6;2;;1;;1;;;9;2;2;2;2;2;2;2;2;2;1;2
681082;237;1;1;1;956.38915939;5;512;3;2;;1;;1;;;9;3;4;4;4;4;4;4;4;4;1;2
681082;237;2;1;2;956.38915939;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681083;237;1;1;1;86.195633076;5;513;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681084;237;1;1;1;75.872510691;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681084;237;2;1;2;75.872510691;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681085;237;1;1;1;98.066427206;6;605;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681085;237;2;1;2;98.066427206;6;605;2;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681086;237;1;1;1;68.733402905;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;2
681086;237;2;1;2;68.733402905;5;512;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;2
681087;237;1;1;1;81.399026562;5;512;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681087;237;2;1;2;81.399026562;5;512;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681088;237;1;1;1;85.35221555;5;511;4;1;;1;;1;;;9;4;4;4;3;4;4;4;4;4;1;2
681089;237;1;1;1;98.728361206;5;512;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681089;237;2;1;2;98.728361206;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681090;237;1;1;1;97.964653506;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681091;237;1;1;1;91.516914483;4;407;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681091;237;2;1;2;91.516914483;3;305;3;2;;1;;1;;;9;4;3;3;3;4;2;3;3;3;2;1
681091;237;3;1;3;91.516914483;5;513;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681091;237;4;1;4;91.516914483;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681092;237;1;1;1;4107.6583186;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681092;237;2;1;2;4107.6583186;5;511;2;1;;2;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681093;237;1;1;1;4865.9875885;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681094;237;1;1;1;4107.6583186;6;605;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681094;237;2;1;2;4107.6583186;6;605;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681095;237;1;1;1;5213.2891012;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681095;237;2;1;2;5213.2891012;5;511;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681096;237;1;1;1;4107.6583186;5;511;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681096;237;2;1;2;4107.6583186;5;513;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681097;237;1;1;1;118.58478793;6;605;4;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681098;237;2;1;2;124.75498647;5;511;6;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
681098;237;3;1;3;124.75498647;4;409;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
681098;237;1;1;1;124.75498647;5;512;3;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681099;237;1;1;1;102.51372088;6;606;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681099;237;2;1;2;102.51372088;6;602;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;3;2
681100;237;1;1;1;162.58432439;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681101;237;1;1;1;120.79778715;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681101;237;2;1;2;120.79778715;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681101;237;3;1;3;120.79778715;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681101;237;4;1;4;120.79778715;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681101;237;5;1;5;120.79778715;5;513;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681102;237;1;1;1;162.58432439;6;605;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;4;1
681103;237;1;1;1;89.058775914;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681104;237;1;1;1;106.43302647;4;409;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681104;237;2;1;2;106.43302647;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681104;237;3;1;3;106.43302647;5;510;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681105;237;1;1;1;58.871960438;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681105;237;2;1;2;58.871960438;5;513;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681105;237;4;1;4;58.871960438;3;302;4;2;;1;;1;;;9;4;4;3;2;4;2;2;3;3;1;2
681106;237;1;1;1;77.592923227;3;305;4;2;;1;;1;;;9;4;4;3;3;3;4;4;4;3;1;2
681107;237;3;1;3;90.405881187;6;604;1;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681107;237;1;1;1;90.405881187;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;3;2
681107;237;2;1;2;90.405881187;6;602;1;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681108;237;1;1;1;75.868636044;3;302;4;1;;1;;1;;;9;4;4;1;3;4;4;4;4;4;1;2
681109;237;1;1;1;71.44923848;5;511;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681110;237;1;1;1;76.618340512;4;406;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681111;237;1;1;1;87.079692005;5;511;6;3;3;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681112;237;1;1;1;98.601841142;4;409;3;2;;1;;1;;;9;3;4;3;4;4;4;4;4;4;2;1
681112;237;2;1;2;98.601841142;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681113;237;1;1;1;103.43475969;6;604;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681114;237;1;1;1;103.43475969;5;511;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681115;237;1;1;1;112.19173604;5;511;2;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681115;237;2;1;2;112.19173604;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681116;237;1;1;1;89.501982177;5;511;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681116;237;2;1;2;89.501982177;5;511;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681117;237;3;1;3;152.35919005;5;510;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
681117;237;1;1;1;152.35919005;6;606;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681117;237;2;1;2;152.35919005;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681118;237;1;1;1;123.13661868;6;606;4;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681119;237;1;1;1;130.73844926;6;610;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681119;237;2;1;2;130.73844926;6;605;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681119;237;4;1;4;130.73844926;6;605;3;2;;1;;1;;;9;4;4;4;3;4;4;4;4;4;2;1
681119;237;5;1;5;130.73844926;4;409;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681120;237;1;1;1;116.74870419;6;610;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681120;237;2;1;2;116.74870419;4;408;6;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681121;237;1;1;1;73.951380856;6;605;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681121;237;2;1;2;73.951380856;4;409;3;1;;1;;1;;;9;3;4;4;3;4;3;4;4;4;1;2
681122;237;1;1;1;91.060292581;3;305;4;2;;1;;1;;;9;3;4;3;3;4;3;4;4;4;2;1
681122;237;2;1;2;91.060292581;4;409;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681122;237;3;1;3;91.060292581;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681123;237;1;1;1;81.769482434;5;511;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681123;237;2;1;2;81.769482434;5;512;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681123;237;3;1;3;81.769482434;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681123;237;4;1;4;81.769482434;6;604;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681124;237;1;1;1;72.792607867;5;512;4;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681124;237;2;1;2;72.792607867;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681125;237;1;1;1;72.792607867;5;512;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681125;237;2;1;2;72.792607867;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681126;237;1;1;1;97.550594631;6;605;2;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681127;237;1;1;1;77.653499976;5;511;3;1;;1;;1;;;9;4;4;4;3;3;4;4;4;4;1;2
681127;237;2;1;2;77.653499976;5;513;3;2;;1;;1;;;9;4;4;3;3;3;4;4;4;4;2;1
681127;237;3;1;3;77.653499976;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681127;237;4;1;4;77.653499976;6;603;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681128;237;1;1;1;68.402132318;6;606;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681129;237;1;1;1;88.615208505;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681129;237;2;1;2;88.615208505;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681129;237;3;1;3;88.615208505;4;409;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
681130;237;1;1;1;79.147070728;3;305;3;1;;1;;1;;;9;3;4;3;3;4;4;4;4;4;1;2
681130;237;2;1;2;79.147070728;5;511;3;1;;1;;1;;;9;3;4;3;3;4;4;4;4;4;2;1
681130;237;3;1;3;79.147070728;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681131;237;1;1;1;70.297897791;6;603;6;2;;2;;1;;;5;4;4;4;4;4;4;4;4;4;2;1
681132;237;1;1;1;30.017218478;5;511;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681132;237;2;1;2;30.017218478;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681132;237;3;1;3;30.017218478;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681133;237;1;1;1;47.107582395;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681134;237;1;1;1;53.043782562;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681134;237;2;1;2;53.043782562;6;601;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681134;237;3;1;3;53.043782562;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681134;237;4;1;4;53.043782562;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681135;237;1;1;1;32.284766254;3;305;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681135;237;2;1;2;32.284766254;5;510;6;2;;1;;1;;;9;4;4;1;4;4;4;4;4;4;1;2
681135;237;3;1;3;32.284766254;5;511;6;2;;1;;1;;;9;4;4;1;4;4;4;4;4;4;1;2
681135;237;4;1;4;32.284766254;4;408;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681136;237;1;1;1;76.033290883;5;511;5;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681137;237;1;1;1;43.234558181;6;602;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
681137;237;2;1;2;43.234558181;6;602;3;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681138;237;1;1;1;77.895795478;6;601;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681138;237;3;1;3;77.895795478;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681139;237;1;1;1;79.984473461;6;607;6;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
681140;237;1;1;1;46.352990771;5;511;2;3;3;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681140;237;2;1;2;46.352990771;5;511;2;3;3;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681140;237;3;1;3;46.352990771;5;511;6;3;3;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681140;237;4;1;4;46.352990771;4;409;6;3;3;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
681141;237;1;1;1;50.783792674;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681142;237;1;1;1;52.974846595;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681142;237;2;1;2;52.974846595;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681142;237;3;1;3;52.974846595;6;601;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681142;237;4;1;4;52.974846595;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681143;237;1;1;1;60.114134599;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681143;237;2;1;2;60.114134599;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681144;237;1;1;1;67.960234638;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681145;237;1;1;1;68.402132318;4;406;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681146;237;1;1;1;62.737885306;6;605;6;3;3;3;3;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681146;237;2;1;2;62.737885306;5;511;6;3;3;3;3;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681146;237;3;1;3;62.737885306;5;511;6;3;3;3;3;1;;;9;4;4;4;4;4;4;4;4;4;;
681147;237;1;1;1;70.668001059;3;305;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681147;237;2;1;2;70.668001059;3;305;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681148;237;1;1;1;64.410518831;3;303;4;2;;1;;1;;;9;4;4;3;2;4;4;4;4;4;1;2
681149;237;1;1;1;44.970546128;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681149;237;2;1;2;44.970546128;3;305;4;2;;1;;1;;;9;4;4;3;3;4;4;4;4;4;1;2
681150;237;1;1;1;36.016260471;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681151;237;1;1;1;31.93212733;4;407;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681151;237;2;1;2;31.93212733;4;407;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681151;237;3;1;3;31.93212733;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681152;237;1;1;1;32.685511682;6;602;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681152;237;2;1;2;32.685511682;6;604;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681152;237;3;1;3;32.685511682;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681153;237;1;1;1;44.217161776;6;602;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681153;237;2;1;2;44.217161776;6;605;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681154;237;1;1;1;37.227782595;6;602;2;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681154;237;2;1;2;37.227782595;6;601;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
681154;237;4;2;1;37.227782595;4;406;4;2;;1;;1;;;9;3;3;3;2;3;4;3;4;3;1;2
681155;237;4;1;4;40.886412987;6;610;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681155;237;1;1;1;40.886412987;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681155;237;2;1;2;40.886412987;5;511;3;1;;1;;1;;;9;3;4;4;2;4;4;4;4;4;1;2
681155;237;3;1;3;40.886412987;6;612;6;1;;1;;1;;;9;4;4;4;3;4;4;4;4;4;1;2
681156;237;1;1;1;44.957223341;3;305;3;1;;1;;1;;;9;4;4;4;3;4;4;4;4;4;2;1
681156;237;2;1;2;44.957223341;3;305;3;2;;1;;1;;;9;4;4;4;2;4;4;4;4;4;1;2
681156;237;3;1;3;44.957223341;3;302;6;1;;1;;1;;;9;4;2;4;2;2;1;1;1;4;1;2
681157;237;1;1;1;62.003977008;5;511;5;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681158;237;1;1;1;50.948381284;4;409;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681158;237;2;1;2;50.948381284;4;409;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681158;237;3;1;3;50.948381284;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681158;237;4;1;4;50.948381284;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681159;237;1;1;1;53.5002645;6;601;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681159;237;2;1;2;53.5002645;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681160;237;1;1;1;25.684774107;5;511;2;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681160;237;2;1;2;25.684774107;6;602;2;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
681160;237;3;1;3;25.684774107;5;511;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
681160;237;4;1;4;25.684774107;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;2
681161;237;1;1;1;30.957018862;5;511;3;2;;1;;1;;;9;2;4;4;4;4;4;4;4;4;2;1
681161;237;2;1;2;30.957018862;5;511;3;2;;1;;1;;;9;4;4;4;3;4;4;4;4;4;1;2
681161;237;3;1;3;30.957018862;6;602;6;2;;1;;1;;;9;4;4;4;4;3;4;4;4;4;1;2
681161;237;4;1;4;30.957018862;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;;
681162;237;1;1;1;42.8002116;4;407;2;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681162;237;2;1;2;42.8002116;5;511;2;1;;1;;1;;;9;4;4;4;4;4;4;4;3;4;1;2
681163;237;1;1;1;53.5002645;6;610;2;1;;1;;1;;;9;4;4;4;3;4;4;4;4;4;2;1
681163;237;2;1;2;53.5002645;6;610;2;1;;1;;1;;;9;3;4;3;4;4;4;4;4;4;1;2
681164;237;1;1;1;29.711620664;3;302;4;2;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681164;237;2;1;2;29.711620664;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681164;237;3;1;3;29.711620664;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681164;237;4;2;1;29.711620664;3;301;6;1;;1;;1;;;9;3;4;3;4;4;4;4;4;3;2;1
681165;237;1;1;1;79.984473461;6;601;6;2;;2;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681166;237;1;1;1;48.43030326;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681166;237;2;1;2;48.43030326;3;300;6;1;;1;;1;;;9;4;4;1;4;4;4;4;4;4;1;2
681166;237;3;1;3;48.43030326;6;601;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681166;237;4;1;4;48.43030326;3;305;4;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681167;237;1;1;1;83.802780771;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681167;237;2;1;2;83.802780771;5;511;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681167;237;3;1;3;83.802780771;6;610;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681168;237;1;1;1;39.948958722;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681168;237;2;1;2;39.948958722;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681168;237;3;1;3;39.948958722;6;601;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681169;237;2;1;2;49.303042481;5;511;6;3;3;3;3;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681169;237;1;1;1;49.303042481;5;511;6;3;3;3;3;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681170;237;1;1;1;45.601421545;6;602;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;3;1;2
681171;237;1;1;1;54.043197726;5;511;6;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681171;237;2;1;2;54.043197726;1;100;4;3;4;1;;1;;;9;4;4;3;4;4;4;4;4;4;2;1
681172;237;1;1;1;73.601644274;4;407;4;1;;1;;1;;;9;3;4;3;3;4;3;4;4;4;1;2
681172;237;2;1;2;73.601644274;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681172;237;3;1;3;73.601644274;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681173;237;1;1;1;90.736964199;5;511;5;1;;1;;1;;;9;4;4;3;3;4;4;4;4;4;1;2
681173;237;2;1;2;90.736964199;6;602;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681173;237;3;1;3;90.736964199;6;605;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681174;237;1;1;1;32.280337679;6;605;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681174;237;2;1;2;32.280337679;6;602;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681174;237;3;1;3;32.280337679;5;511;4;2;;1;;1;;;9;3;4;3;4;3;4;4;4;4;1;2
681175;237;1;1;1;50.403109569;6;601;3;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681176;237;2;1;2;62.712822853;3;305;5;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681176;237;3;1;3;62.712822853;5;511;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681176;237;4;1;4;62.712822853;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681176;237;1;1;1;62.712822853;3;302;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681177;237;1;1;1;54.937703334;6;601;5;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681177;237;2;1;2;54.937703334;3;305;5;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681177;237;3;1;3;54.937703334;3;305;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681178;237;1;1;1;39.414390133;3;303;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681178;237;2;1;2;39.414390133;3;303;3;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681178;237;3;1;3;39.414390133;5;511;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681178;237;4;1;4;39.414390133;3;305;6;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;2
681179;237;1;1;1;51.626657828;5;511;4;2;;1;;1;;;9;4;4;4;4;4;4;4;4;4;1;2
681179;237;2;1;2;51.626657828;5;511;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681179;237;3;1;3;51.626657828;6;602;6;1;;1;;1;;;9;4;4;4;4;4;4;4;4;4;2;1
681180;237;1;1;1;42.04745072;6;602;5;1;;1;;1;;;9;4;4;3;4;4;4;4;4;4;1;2
681180;237;2;1;2;42.04745072;6;601;6;1;;1;;1;;;9;4;4;4;4;2;4;4;4;4;2;1
681180;237;3;1;3;42.04745072;6;601;6;1;;1;;1;;;9;4;4;4;3;4;4;4;4;4;1;2
