DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P220;P5785;P5501;P2057;P2059;P2061;P1402;P1403;P1365;P1364;P1363
647830;237;1;1;1;155.14843986;1;54;1;2;2;2;4;4;1;6;1
647830;237;2;1;2;155.14843986;1;48;2;2;2;2;4;4;4;;
647830;237;3;1;3;155.14843986;1;20;3;2;2;2;4;4;2;;
647830;237;4;1;4;155.14843986;2;14;5;;;;;;;;
647830;237;5;1;5;155.14843986;2;12;5;;;;;;;;
647831;237;1;1;1;84.27253915;2;57;1;2;2;2;4;4;4;;
647832;237;1;1;1;120.93755672;1;30;1;2;2;2;4;4;1;6;1
647832;237;2;1;2;120.93755672;2;23;7;2;2;2;4;2;3;;
647833;237;7;1;7;92.34838284;2;2;5;;;;;;;;
647833;237;1;1;1;92.34838284;2;60;1;2;2;2;4;4;4;;
647833;237;2;1;2;92.34838284;1;43;3;2;2;2;4;4;1;5;1
647833;237;3;1;3;92.34838284;2;40;3;2;2;2;4;4;1;6;1
647833;237;4;1;4;92.34838284;2;26;3;2;2;2;4;4;1;6;1
647833;237;5;1;5;92.34838284;1;7;5;;;;;;;;
647833;237;6;1;6;92.34838284;1;4;5;;;;;;;;
647834;237;1;1;1;90.131600564;2;70;1;2;2;2;4;4;4;;
647834;237;2;1;2;90.131600564;2;32;3;2;2;2;4;4;1;2;1
647834;237;3;1;3;90.131600564;1;42;4;2;2;2;4;4;1;6;1
647834;237;4;1;4;90.131600564;1;9;5;;;;;;;;
647834;237;5;1;5;90.131600564;1;5;5;;;;;;;;
647835;237;2;1;2;106.48038934;1;55;2;2;2;2;4;4;1;3;1
647835;237;3;1;3;106.48038934;2;15;3;2;2;2;4;4;3;;
647835;237;4;1;4;106.48038934;2;8;5;;;;;;;;
647835;237;1;1;1;106.48038934;2;53;1;2;2;2;4;3;4;;
647836;237;1;1;1;113.47991141;1;25;1;2;2;2;4;4;1;7;1
647836;237;2;1;2;113.47991141;1;6;3;;;;;;;;
647837;237;1;1;1;89.029737957;2;57;1;2;2;2;3;3;4;;
647837;237;2;1;2;89.029737957;2;27;3;2;2;2;4;3;4;;
647837;237;3;1;3;89.029737957;1;29;4;2;2;2;4;3;1;3;1
647837;237;4;1;4;89.029737957;1;3;5;;;;;;;;
647838;237;1;1;1;91.046161553;2;73;1;2;2;2;4;4;7;;
647838;237;2;1;2;91.046161553;1;75;2;2;2;2;4;4;7;;
647838;237;3;1;3;91.046161553;1;31;5;2;2;2;4;4;1;6;1
647839;237;1;1;1;125.26188062;2;40;1;2;2;2;4;4;1;6;1
647839;237;2;1;2;125.26188062;1;39;2;2;2;2;4;4;3;;
647839;237;3;1;3;125.26188062;1;21;3;2;2;2;4;4;3;;
647839;237;4;1;4;125.26188062;1;17;3;2;2;2;4;4;3;;
647841;237;1;1;1;115.8876024;1;37;1;2;1;2;3;3;1;5;2
647841;237;2;1;2;115.8876024;2;37;2;2;2;2;4;3;4;;
647841;237;3;1;3;115.8876024;1;17;3;2;2;2;3;3;3;;
647841;237;4;1;4;115.8876024;1;11;3;;;;;;;;
647842;237;1;1;1;92.585812947;2;46;1;1;;2;4;4;1;6;1
647843;237;2;1;2;71.928590122;1;66;2;2;2;2;4;4;1;8;1
647843;237;3;1;3;71.928590122;1;39;3;2;2;2;4;4;2;;
647843;237;4;1;4;71.928590122;2;18;5;2;2;2;4;4;1;6;1
647843;237;5;1;5;71.928590122;2;1;5;;;;;;;;
647843;237;1;1;1;71.928590122;2;56;1;2;2;2;4;4;4;;
647844;237;1;1;1;67.333774943;2;32;1;2;1;2;4;2;1;1;1
647844;237;2;1;2;67.333774943;2;4;3;;;;;;;;
647846;237;1;1;1;75.853703392;2;38;1;2;2;2;1;1;4;;
647846;237;2;1;2;75.853703392;1;28;2;1;;2;1;1;1;3;1
647846;237;3;1;3;75.853703392;1;22;3;2;2;2;1;1;2;;
647846;237;4;1;4;75.853703392;1;4;3;;;;;;;;
647847;237;1;1;1;51.920100344;2;62;1;1;;1;4;4;4;;
647847;237;2;1;2;51.920100344;1;61;2;1;;1;4;4;2;;
647848;237;1;1;1;62.833958298;2;55;1;2;2;2;4;4;4;;
647848;237;2;1;2;62.833958298;1;50;7;2;2;2;4;4;1;4;1
647849;237;1;1;1;61.322842181;2;50;1;1;;2;4;3;8;;
647849;237;2;1;2;61.322842181;1;11;3;;;;;;;;
647851;237;1;1;1;98.823245234;1;30;1;1;;2;4;2;1;7;1
647851;237;2;1;2;98.823245234;2;37;2;2;2;2;4;4;1;6;1
647851;237;3;1;3;98.823245234;1;5;3;;;;;;;;
647852;237;1;1;1;66.800555341;2;68;1;1;;1;4;4;8;;
647852;237;2;1;2;66.800555341;1;74;2;1;;1;4;4;4;;
647852;237;3;1;3;66.800555341;2;44;3;2;2;2;4;4;1;6;3
647854;237;1;1;1;96.241149147;2;48;1;1;;2;4;3;1;6;3
647854;237;2;1;2;96.241149147;2;30;3;2;2;2;4;2;1;6;1
647854;237;3;1;3;96.241149147;1;30;4;2;2;2;4;2;2;;
647855;237;1;1;1;84.27253915;2;72;1;2;2;2;4;4;4;;
647857;237;1;1;1;87.92787535;1;48;1;2;2;2;4;3;6;;
647857;237;2;1;2;87.92787535;2;35;2;2;2;2;4;3;4;;
647857;237;3;1;3;87.92787535;2;65;6;2;2;2;4;4;4;;
647858;237;1;1;1;120.23383072;1;23;1;2;2;2;4;2;1;3;1
647858;237;2;1;2;120.23383072;2;18;2;2;2;2;4;4;1;6;2
647858;237;3;1;3;120.23383072;2;18;7;2;2;2;4;4;1;6;2
647859;237;1;1;1;82.295711954;2;63;1;1;;1;4;4;1;2;1
647859;237;2;1;2;82.295711954;2;28;3;2;2;2;4;4;1;6;1
647859;237;3;1;3;82.295711954;1;22;3;2;2;2;4;4;2;;
647859;237;4;1;4;82.295711954;1;3;5;;;;;;;;
647860;237;3;1;3;106.7726295;2;25;3;2;2;2;4;3;1;6;1
647860;237;4;1;4;106.7726295;1;2;5;;;;;;;;
647860;237;1;1;1;106.7726295;2;43;1;2;2;2;4;3;1;6;1
647860;237;2;1;2;106.7726295;1;19;3;2;2;2;4;3;1;3;2
647861;237;1;1;1;120.76583142;2;31;1;2;2;2;4;3;4;;
647861;237;2;1;2;120.76583142;1;30;2;2;2;2;4;3;1;6;1
647861;237;3;1;3;120.76583142;1;15;3;2;2;2;4;3;3;;
647861;237;4;1;4;120.76583142;2;10;3;;;;;;;;
647861;237;5;1;5;120.76583142;2;68;8;2;2;2;4;4;4;;
647863;237;1;1;1;120.79177412;2;21;1;2;2;2;4;2;1;2;1
647863;237;2;1;2;120.79177412;1;24;2;2;2;2;4;4;1;3;1
647863;237;3;1;3;120.79177412;1;0;3;;;;;;;;
647864;237;1;1;1;115.89955442;2;47;1;2;2;2;4;1;1;3;3
647864;237;2;1;2;115.89955442;1;51;2;2;2;2;4;1;1;6;1
647865;237;1;1;1;100.75352399;2;56;1;2;1;2;4;4;4;;
647865;237;2;1;2;100.75352399;1;36;3;2;2;2;4;4;1;6;1
647865;237;3;1;3;100.75352399;1;8;5;;;;;;;;
647865;237;4;1;4;100.75352399;2;30;3;2;2;2;4;4;2;;
647865;237;5;1;5;100.75352399;1;32;4;2;2;2;4;2;2;;
647867;237;1;1;1;125.26188062;2;43;1;2;2;2;4;4;1;6;1
647867;237;2;1;2;125.26188062;1;52;2;2;2;2;4;4;1;6;1
647867;237;3;1;3;125.26188062;1;24;3;2;2;2;4;4;2;;
647867;237;4;1;4;125.26188062;1;24;3;2;2;2;4;4;2;;
647868;237;1;1;1;101.57621763;1;56;1;2;2;2;4;4;1;1;3
647868;237;2;1;2;101.57621763;2;52;2;2;2;2;4;3;4;;
647868;237;3;1;3;101.57621763;1;32;3;2;2;2;4;3;1;6;3
647868;237;4;1;4;101.57621763;2;33;4;2;2;2;4;4;1;6;1
647868;237;5;1;5;101.57621763;2;7;5;;;;;;;;
647870;237;1;1;1;105.26567898;2;37;1;2;2;2;4;3;1;6;1
647870;237;2;1;2;105.26567898;1;18;3;2;2;2;4;3;3;;
647870;237;3;1;3;105.26567898;1;13;3;;;;;;;;
647870;237;4;1;4;105.26567898;1;4;3;;;;;;;;
647871;237;1;1;1;87.92787535;2;48;1;1;;2;4;3;1;6;1
647871;237;2;1;2;87.92787535;1;42;2;2;2;2;4;4;1;5;1
647871;237;3;1;3;87.92787535;2;84;6;1;;2;4;3;4;;
647872;237;1;1;1;104.30959898;1;34;1;2;2;2;4;2;1;8;1
647872;237;2;1;2;104.30959898;2;32;2;2;2;2;4;3;1;6;1
647873;237;1;1;1;112.3780488;1;50;1;2;2;2;4;3;1;6;1
647874;237;2;1;2;101.14532087;2;18;3;2;2;2;4;4;3;;
647874;237;1;1;1;101.14532087;2;54;1;2;2;2;4;4;1;5;1
647876;237;1;1;1;112.3780488;1;40;1;2;2;2;4;3;2;;
647877;237;1;1;1;84.27253915;2;58;1;1;;2;4;3;1;6;1
647879;237;1;1;1;109.01310016;2;46;1;1;;9;4;4;4;;
647879;237;2;1;2;109.01310016;1;71;2;1;;2;4;4;6;;
647879;237;3;1;3;109.01310016;1;19;3;2;2;2;4;4;1;2;1
647880;237;1;1;1;112.18508399;1;42;1;2;2;2;4;4;1;2;1
647880;237;2;1;2;112.18508399;2;26;2;2;2;2;3;2;1;6;3
647880;237;3;1;3;112.18508399;1;12;3;;;;;;;;
647880;237;4;1;4;112.18508399;1;67;6;1;;2;1;1;4;;
647880;237;5;1;5;112.18508399;1;40;8;2;2;2;4;4;1;8;1
647881;237;1;1;1;105.41146158;1;51;1;2;2;2;4;2;1;6;3
647881;237;2;1;2;105.41146158;2;33;2;2;2;2;3;2;4;;
647881;237;3;1;3;105.41146158;1;2;3;;;;;;;;
647882;237;1;1;1;105.41146158;2;38;1;2;1;2;4;4;4;;
647882;237;2;1;2;105.41146158;1;3;3;;;;;;;;
647882;237;3;1;3;105.41146158;1;48;7;2;2;2;4;4;1;8;1
647883;237;1;1;1;105.41146158;1;42;1;2;2;2;4;2;1;3;2
647883;237;2;1;2;105.41146158;2;41;2;2;2;2;4;2;1;1;1
647883;237;3;1;3;105.41146158;1;10;3;;;;;;;;
647884;237;3;1;3;91.046161553;1;54;3;2;2;2;4;4;2;;
647884;237;1;1;1;91.046161553;1;75;1;2;2;2;4;4;7;;
647884;237;2;1;2;91.046161553;2;83;2;2;2;2;4;4;4;;
647885;237;1;1;1;116.79855629;1;47;1;2;2;2;4;4;1;6;1
647885;237;2;1;2;116.79855629;2;44;2;2;2;2;4;4;4;;
647885;237;3;1;3;116.79855629;1;14;3;;;;;;;;
647885;237;4;1;4;116.79855629;2;8;3;;;;;;;;
647885;237;5;1;5;116.79855629;1;6;3;;;;;;;;
647886;237;5;1;5;106.96352409;2;85;6;1;;2;4;4;7;;
647886;237;1;1;1;106.96352409;1;51;1;2;2;2;4;4;1;6;3
647886;237;2;1;2;106.96352409;2;48;2;2;2;2;4;4;4;;
647886;237;3;1;3;106.96352409;1;23;3;2;2;2;4;4;3;;
647886;237;4;1;4;106.96352409;2;21;3;2;2;2;4;4;3;;
647887;237;1;1;1;95.704099151;1;68;1;2;2;2;4;4;1;5;1
647888;237;1;1;1;88.126707412;2;46;1;2;2;2;4;4;2;;
647888;237;2;1;2;88.126707412;2;25;3;2;2;2;4;4;1;6;1
647888;237;3;1;3;88.126707412;2;16;3;2;2;2;4;4;3;;
647888;237;4;1;4;88.126707412;1;75;6;2;2;2;4;4;7;;
647889;237;1;1;1;1262.7580699;2;43;1;2;2;2;2;2;1;6;1
647889;237;2;1;2;1262.7580699;2;13;3;;;;;;;;
647890;237;1;1;1;1288.6552432;2;47;1;2;2;2;4;4;1;2;1
647892;237;1;1;1;1262.7580699;2;46;1;2;2;2;4;2;5;;
647892;237;2;1;2;1262.7580699;2;7;3;;;;;;;;
647893;237;1;1;1;1222.2360679;2;76;1;2;2;2;4;1;4;;
647894;237;1;1;1;1264.9367471;2;69;1;2;2;2;4;3;4;;
647894;237;2;1;2;1264.9367471;1;49;3;2;1;2;4;4;1;2;3
647895;237;1;1;1;1791.0436317;1;51;1;2;2;2;4;3;1;6;2
647895;237;2;1;2;1791.0436317;2;47;2;2;2;2;4;4;4;;
647895;237;3;1;3;1791.0436317;1;19;3;2;2;2;4;4;3;;
647895;237;4;1;4;1791.0436317;1;15;3;2;2;2;4;4;3;;
647895;237;5;1;5;1791.0436317;1;40;8;2;2;2;4;4;1;6;1
647896;237;1;1;1;847.40429717;1;61;1;2;2;2;4;4;5;;
647896;237;2;1;2;847.40429717;2;57;2;2;2;2;4;4;4;;
647898;237;2;1;2;1028.2135043;1;42;2;2;2;2;4;4;1;6;1
647898;237;3;1;3;1028.2135043;2;17;3;2;2;2;4;4;7;;
647898;237;4;1;4;1028.2135043;2;5;3;;;;;;;;
647898;237;1;1;1;1028.2135043;2;43;1;1;;2;4;4;1;2;1
647899;237;3;1;3;972.14770932;1;14;3;;;;;;;;
647899;237;1;1;1;972.14770932;1;35;1;2;2;2;4;4;1;3;1
647899;237;2;1;2;972.14770932;2;38;2;1;;2;2;2;4;;
647901;237;1;1;1;576.1385354;1;61;1;2;2;2;4;2;1;6;3
647901;237;2;1;2;576.1385354;2;59;2;2;2;2;4;2;4;;
647901;237;3;1;3;576.1385354;1;31;3;2;2;2;4;2;1;6;3
647901;237;4;1;4;576.1385354;2;7;5;;;;;;;;
647902;237;1;1;1;1001.1988363;2;66;1;2;1;2;4;4;4;;
647902;237;2;1;2;1001.1988363;1;39;3;2;2;2;4;4;1;3;1
647902;237;3;1;3;1001.1988363;2;22;4;2;2;2;4;2;1;1;1
647903;237;2;1;2;1026.5662916;2;45;2;1;;2;4;4;2;;
647903;237;3;1;3;1026.5662916;1;16;3;2;2;2;3;3;3;;
647903;237;1;1;1;1026.5662916;1;43;1;1;;2;3;3;1;7;1
647904;237;1;1;1;119.26891239;2;23;1;2;2;2;2;2;3;;
647905;237;1;1;1;69.47247433;1;51;1;1;;2;4;1;1;3;1
647905;237;2;1;2;69.47247433;2;50;2;2;2;2;2;1;4;;
647906;237;1;1;1;86.001988406;1;78;1;2;1;2;4;3;4;;
647906;237;2;1;2;86.001988406;2;71;2;2;1;2;4;3;4;;
647906;237;3;1;3;86.001988406;1;51;3;2;2;2;4;3;1;3;3
647907;237;1;1;1;82.630311847;2;57;1;1;;2;3;3;1;1;3
647907;237;2;1;2;82.630311847;2;15;3;2;1;2;3;3;3;;
647908;237;1;1;1;67.111800565;2;63;1;1;;2;2;2;6;;
647908;237;2;1;2;67.111800565;1;27;3;2;2;2;2;2;1;8;1
647909;237;2;1;2;197.67230828;2;23;2;2;2;2;4;2;4;;
647909;237;3;1;3;197.67230828;2;2;3;;;;;;;;
647909;237;1;1;1;197.67230828;1;29;1;2;2;2;4;2;1;6;1
647910;237;1;1;1;81.774035273;2;83;1;1;;2;4;4;4;;
647910;237;2;1;2;81.774035273;2;45;3;2;2;2;4;4;4;;
647911;237;2;1;2;69.932734414;2;27;2;2;2;2;4;4;1;6;1
647911;237;1;1;1;69.932734414;2;34;1;2;2;2;4;4;1;6;1
647912;237;1;1;1;98.652878005;2;50;1;2;2;2;4;4;2;;
647913;237;1;1;1;95.902179971;2;42;1;1;;2;4;4;1;1;3
647913;237;2;1;2;95.902179971;1;52;2;1;;2;4;4;1;7;1
647913;237;3;1;3;95.902179971;2;21;3;2;2;2;4;4;1;7;1
647913;237;4;1;4;95.902179971;2;17;3;2;2;2;4;4;3;;
647914;237;1;1;1;127.9699074;2;48;1;2;2;2;4;4;1;2;1
647914;237;2;1;2;127.9699074;1;20;3;2;2;2;4;4;3;;
647914;237;3;1;3;127.9699074;1;14;3;;;;;;;;
647915;237;1;1;1;79.713553951;2;68;1;1;;2;4;4;4;;
647916;237;1;1;1;107.10176943;2;54;1;2;2;2;4;4;4;;
647916;237;2;1;2;107.10176943;2;22;3;2;2;2;3;3;3;;
647917;237;2;1;2;71.865746401;1;38;2;1;;2;2;2;1;6;3
647917;237;3;1;3;71.865746401;2;25;3;2;2;2;2;2;1;6;3
647917;237;4;1;4;71.865746401;2;10;3;;;;;;;;
647917;237;1;1;1;71.865746401;2;42;1;1;;2;2;2;1;6;3
647918;237;1;1;1;92.756661028;1;70;1;2;1;2;3;3;1;8;1
647918;237;2;1;2;92.756661028;1;66;7;2;2;2;3;3;1;5;2
647919;237;1;1;1;83.676709453;2;66;1;2;1;2;4;4;6;;
647920;237;1;1;1;87.023494078;1;45;1;1;;2;2;2;1;1;3
647920;237;2;1;2;87.023494078;2;79;6;1;;2;2;2;5;;
647921;237;1;1;1;54.443801398;2;40;1;2;2;2;4;4;4;;
647921;237;2;1;2;54.443801398;2;25;3;2;2;2;4;4;1;6;1
647921;237;3;1;3;54.443801398;1;14;8;;;;;;;;
647922;237;1;1;1;77.117517128;2;45;1;1;;2;4;4;4;;
647922;237;2;1;2;77.117517128;2;22;3;1;;2;4;4;1;6;1
647922;237;3;1;3;77.117517128;1;3;5;;;;;;;;
647923;237;1;1;1;60.295501443;2;52;1;1;;2;4;3;1;2;1
647924;237;1;1;1;89.600123507;2;65;1;2;2;2;4;4;6;;
647924;237;2;1;2;89.600123507;1;87;6;2;2;2;2;2;4;;
647924;237;3;1;3;89.600123507;1;19;5;2;2;2;4;4;3;;
647924;237;4;1;4;89.600123507;1;13;5;;;;;;;;
647925;237;1;1;1;108.3831296;2;56;1;2;2;2;4;4;4;;
647925;237;2;1;2;108.3831296;1;56;2;1;;2;4;4;1;6;1
647925;237;3;1;3;108.3831296;2;28;3;2;2;2;4;4;1;6;1
647925;237;4;1;4;108.3831296;1;24;3;2;2;2;4;4;1;6;1
647925;237;5;1;5;108.3831296;1;7;5;;;;;;;;
647925;237;6;1;6;108.3831296;2;6;5;;;;;;;;
647926;237;1;1;1;63.311850742;1;39;1;2;2;2;4;3;2;;
647926;237;2;1;2;63.311850742;2;26;2;2;2;2;4;3;1;4;3
647926;237;3;1;3;63.311850742;1;4;3;;;;;;;;
647927;237;1;1;1;104.59588682;2;70;1;2;2;2;4;3;6;;
647928;237;1;1;1;85.681415547;2;43;1;1;;1;3;2;1;6;3
647928;237;2;1;2;85.681415547;2;22;3;2;2;2;3;2;1;6;3
647929;237;1;1;1;88.888848757;1;54;1;1;;2;4;2;1;6;3
647929;237;2;1;2;88.888848757;2;49;2;1;;2;4;2;4;;
647929;237;3;1;3;88.888848757;1;23;3;2;2;2;4;2;1;6;1
647930;237;1;1;1;91.363249363;2;27;1;2;2;2;4;3;1;1;3
647930;237;2;1;2;91.363249363;1;5;3;;;;;;;;
647931;237;1;1;1;95.933475572;2;31;1;1;;2;2;2;1;2;2
647931;237;2;1;2;95.933475572;1;27;6;2;2;2;2;2;1;1;2
647931;237;3;1;3;95.933475572;1;12;3;;;;;;;;
647931;237;4;1;4;95.933475572;1;7;3;;;;;;;;
647932;237;1;1;1;95.920617585;1;49;1;1;;2;3;3;4;;
647932;237;2;1;2;95.920617585;2;51;2;2;2;2;3;3;4;;
647933;237;3;1;3;95.520698075;2;0;3;;;;;;;;
647933;237;1;1;1;95.520698075;1;42;1;2;2;2;3;2;1;3;3
647933;237;2;1;2;95.520698075;2;39;2;2;2;2;4;2;6;;
647934;237;1;1;1;82.115943797;2;42;1;1;;2;3;3;4;;
647934;237;2;1;2;82.115943797;1;20;3;2;2;2;4;4;1;6;1
647934;237;3;1;3;82.115943797;1;17;3;2;2;2;3;3;3;;
647934;237;4;1;4;82.115943797;2;30;8;2;2;2;2;2;2;;
647934;237;5;1;5;82.115943797;2;6;8;;;;;;;;
647935;237;1;1;1;63.307607606;1;37;1;2;2;2;4;4;1;5;1
647935;237;2;1;2;63.307607606;2;36;2;2;2;2;4;4;4;;
647936;237;1;1;1;56.900407398;2;64;1;2;2;2;4;4;4;;
647936;237;2;1;2;56.900407398;2;41;3;2;2;2;4;2;1;7;1
647936;237;3;1;3;56.900407398;1;7;5;;;;;;;;
647937;237;1;1;1;98.475365928;2;27;1;2;2;2;4;3;1;6;3
647937;237;2;1;2;98.475365928;1;12;3;;;;;;;;
647937;237;3;1;3;98.475365928;1;9;3;;;;;;;;
647937;237;4;1;4;98.475365928;2;20;7;2;2;2;4;3;3;;
647938;237;1;1;1;88.413597313;2;19;1;2;2;2;2;2;3;;
647939;237;1;1;1;56.042581214;1;36;1;2;2;2;3;1;4;;
647939;237;2;1;2;56.042581214;2;33;2;2;2;2;3;1;1;9;1
647939;237;3;1;3;56.042581214;1;8;3;;;;;;;;
647939;237;4;1;4;56.042581214;2;7;3;;;;;;;;
647940;237;1;1;1;96.160734654;2;79;1;2;2;2;4;3;4;;
647941;237;1;1;1;76.9956416;2;34;1;2;2;2;4;4;2;;
647941;237;2;1;2;76.9956416;1;14;3;;;;;;;;
647942;237;1;1;1;117.51977345;1;61;1;2;2;2;4;4;1;6;1
647942;237;2;1;2;117.51977345;1;27;3;2;2;2;4;4;1;6;1
647942;237;3;1;3;117.51977345;1;26;3;2;2;2;4;4;1;6;1
647942;237;4;1;4;117.51977345;2;23;4;2;2;2;4;3;1;6;1
647942;237;5;1;5;117.51977345;1;4;5;;;;;;;;
647943;237;1;1;1;80.847162882;1;37;1;2;2;2;4;2;1;6;3
647943;237;2;1;2;80.847162882;2;37;2;2;2;2;4;2;1;7;1
647943;237;3;1;3;80.847162882;1;11;3;;;;;;;;
647943;237;4;1;4;80.847162882;1;8;3;;;;;;;;
647944;237;1;1;1;86.244485655;1;30;1;2;2;2;4;1;1;6;1
647944;237;2;1;2;86.244485655;1;29;7;2;2;2;4;4;1;3;3
647945;237;1;1;1;138.79448183;2;60;1;2;2;2;4;2;4;;
647945;237;2;1;2;138.79448183;1;20;5;2;2;2;4;2;3;;
647945;237;3;1;3;138.79448183;1;19;5;2;2;2;4;2;3;;
647945;237;4;1;4;138.79448183;1;14;5;;;;;;;;
647946;237;1;1;1;64.322207812;1;66;1;1;;2;4;4;6;;
647946;237;2;1;2;64.322207812;2;28;3;1;;2;4;4;1;1;2
647947;237;1;1;1;80.504715958;1;37;1;2;2;2;4;4;1;3;3
647947;237;2;1;2;80.504715958;2;34;2;2;2;2;4;4;4;;
647947;237;3;1;3;80.504715958;2;9;3;;;;;;;;
647947;237;4;1;4;80.504715958;1;1;3;;;;;;;;
647948;237;1;1;1;66.999716199;2;38;1;1;;2;4;4;1;6;1
647948;237;2;1;2;66.999716199;1;8;3;;;;;;;;
647949;237;1;1;1;81.394529429;2;59;1;2;2;2;4;3;1;6;1
647949;237;2;1;2;81.394529429;2;26;3;2;2;2;4;3;1;6;1
647949;237;3;1;3;81.394529429;2;7;5;;;;;;;;
647950;237;1;1;1;56.896635722;2;36;1;2;2;2;4;4;1;6;1
647950;237;2;1;2;56.896635722;2;65;6;2;2;2;4;4;7;;
647951;237;1;1;1;103.89605699;1;43;1;2;2;2;4;4;1;4;1
647951;237;2;1;2;103.89605699;2;47;2;1;;2;4;4;1;1;3
647951;237;3;1;3;103.89605699;1;21;3;2;2;2;4;4;3;;
647952;237;1;1;1;55.804190092;2;49;1;1;;2;3;3;1;5;1
647952;237;2;1;2;55.804190092;1;39;2;1;;2;3;3;1;6;1
647952;237;3;1;3;55.804190092;2;14;3;;;;;;;;
647952;237;4;1;4;55.804190092;2;6;3;;;;;;;;
647953;237;5;1;5;56.04635289;1;7;3;;;;;;;;
647953;237;1;1;1;56.04635289;1;40;1;2;1;1;3;2;1;6;1
647953;237;2;1;2;56.04635289;2;41;2;1;;2;3;2;4;;
647953;237;3;1;3;56.04635289;1;13;3;;;;;;;;
647953;237;4;1;4;56.04635289;2;10;3;;;;;;;;
647954;237;1;1;1;84.456445285;1;40;1;2;2;2;4;4;1;6;2
647954;237;2;1;2;84.456445285;2;56;2;2;2;2;4;4;1;6;1
647954;237;3;1;3;84.456445285;1;24;3;2;2;2;4;4;2;;
647955;237;1;1;1;134.47150173;2;60;1;1;;2;4;4;1;2;1
647955;237;2;1;2;134.47150173;1;45;3;2;2;2;4;4;1;6;1
647955;237;3;1;3;134.47150173;1;38;3;2;2;2;4;4;1;6;1
647955;237;4;1;4;134.47150173;2;36;4;2;2;2;4;3;1;6;1
647955;237;5;1;5;134.47150173;1;16;10;2;2;2;4;3;3;;
647955;237;6;1;6;134.47150173;2;15;10;2;2;2;3;3;3;;
647956;237;1;1;1;89.857545912;1;59;1;1;;2;4;2;1;4;1
647957;237;1;1;1;72.845112082;1;41;1;1;;2;4;3;1;6;1
647957;237;2;1;2;72.845112082;2;36;2;1;;2;4;4;1;6;3
647957;237;3;1;3;72.845112082;2;18;3;2;2;2;4;4;3;;
647957;237;4;1;4;72.845112082;1;8;3;;;;;;;;
647958;237;1;1;1;66.275930996;1;64;1;2;1;2;4;4;6;;
647958;237;2;1;2;66.275930996;2;56;2;2;2;2;4;4;4;;
647959;237;1;1;1;83.000261093;1;23;1;1;;2;2;1;1;5;3
647959;237;2;1;2;83.000261093;1;27;10;2;2;2;1;1;1;3;3
647960;237;1;1;1;52.627260937;1;56;1;1;;2;4;3;1;6;1
647960;237;2;1;2;52.627260937;2;53;2;1;;2;4;3;4;;
647961;237;1;1;1;63.307607606;1;30;1;2;2;2;4;3;1;6;3
647961;237;2;1;2;63.307607606;2;29;2;2;2;2;4;2;1;6;1
647962;237;1;1;1;63.307607606;2;50;1;2;1;2;4;3;4;;
647962;237;2;1;2;63.307607606;1;52;2;2;2;2;4;3;1;8;1
647963;237;1;1;1;61.691010389;2;45;1;2;2;2;4;3;4;;
647963;237;2;1;2;61.691010389;1;10;3;;;;;;;;
647964;237;1;1;1;95.521602426;2;22;1;1;;1;1;1;4;;
647964;237;2;1;2;95.521602426;1;42;2;1;;1;1;1;2;;
647964;237;4;1;4;95.521602426;1;5;3;;;;;;;;
647964;237;5;1;5;95.521602426;1;2;3;;;;;;;;
647964;237;3;1;3;95.521602426;1;7;3;;;;;;;;
647965;237;1;1;1;67.410701957;1;54;1;2;2;2;4;4;1;2;1
647965;237;2;1;2;67.410701957;2;64;2;1;;2;4;4;4;;
647965;237;3;1;3;67.410701957;1;23;3;2;2;2;4;4;1;6;1
647965;237;4;1;4;67.410701957;1;21;3;2;2;2;4;4;1;5;1
647965;237;5;2;1;67.410701957;2;31;1;2;2;2;4;4;1;2;1
647965;237;6;2;2;67.410701957;1;12;3;;;;;;;;
647965;237;7;2;3;67.410701957;1;5;3;;;;;;;;
647965;237;8;2;4;67.410701957;2;1;3;;;;;;;;
647966;237;2;1;2;73.399502266;2;42;2;2;2;2;4;4;4;;
647966;237;3;1;3;73.399502266;2;15;3;2;2;2;4;4;3;;
647966;237;4;1;4;73.399502266;2;12;3;;;;;;;;
647966;237;1;1;1;73.399502266;1;49;1;2;2;2;4;4;1;2;1
647967;237;1;1;1;43.010133691;1;55;1;1;;2;4;4;1;6;1
647967;237;2;1;2;43.010133691;2;59;2;2;2;2;4;4;4;;
647967;237;3;2;1;43.010133691;1;56;1;2;2;2;4;4;1;5;1
647967;237;4;2;2;43.010133691;2;51;2;2;2;2;4;4;1;2;1
647968;237;1;1;1;62.863078641;2;60;1;1;;2;4;4;4;;
647968;237;2;1;2;62.863078641;1;62;2;1;;2;4;4;1;7;1
647968;237;3;1;3;62.863078641;1;36;3;2;2;2;4;4;1;4;1
647969;237;1;1;1;56.510887933;2;30;1;1;;2;2;2;1;6;3
647971;237;1;1;1;43.131250802;1;57;1;2;1;1;4;4;1;6;1
647971;237;2;1;2;43.131250802;2;61;2;1;;1;4;4;4;;
647971;237;3;1;3;43.131250802;1;40;3;1;;1;4;4;1;3;1
647971;237;4;1;4;43.131250802;1;15;10;1;;1;2;2;3;;
647972;237;1;1;1;44.778571129;2;45;1;2;2;2;4;4;1;6;1
