DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3105;P1361S20;P1361S14;P1361S21;P1361S3;P1361S4;P1361S5;P1361S22;P1361S23;P1361S7;P1361S11;P1361S24;P1361S12;P1361S13;P3106;P3502;P3107;P1358S16;P1358S13;P1358S17;P1358S3;P1358S4;P1358S5;P1358S18;P1358S19;P1358S7;P1358S12;P1358S20;P1358S10;P3108;P564;P3109S1;P3109S2;P3109S3;P3109S4;P3109S5;P3109S6;P3109S7;P3109S16;P3109S17;P3109S9;P3109S10;P3109S11;P3109S12;P3109S13;P3109S18;P3109S14;P3109S15;P3111S1;P3111S2;P3111S3;P3111S4;P3111S5;P3111S6;P3111S7;P3111S8;P3111S9;P3112S1;P3112S2;P3112S3;P3112S4;P3112S5;P3112S6;P3112S7;P3112S8;P3112S9;P3112S10;P3112S11;P3112S16;P3112S14;P3112S15;P1353S1;P1353S2;P1353S3;P1353S4;P1353S5;P1353S6;P3302S1;P3302S9;P3302S4;P3302S5;P3302S7;P3302S8;P3503S1;P3503S2;P3503S3;P3503S4;P3503S5;P3503S6
649742;237;3;1;3;85.705107013;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;3;;;;;1;1;;;;;;;;;1;1;1;2;1;1;2;2;2;2;2;2;5;5;4;2;5;5
649743;237;1;1;1;151.83534086;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;3;5;5;5;5;4;;5;5;;1;;;1;1;;;;;;;;;1;1;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1
649744;237;1;1;1;66.255421466;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;5;5;;1;1;1;;;;;;;;;;;1;2;1;2;2;1;2;2;2;2;2;2;4;5;3;4;4;5
649745;237;1;1;1;120.08832208;3;2;2;2;1;1;2;2;2;1;2;1;;;3;3;3;2;2;2;1;1;2;1;2;1;1;1;1;2;1;1;1;;;;;;;;;;;;;;;;3;5;5;2;5;3;;5;5;;;;;1;1;;;;;;;;;1;2;1;2;2;1;2;2;2;2;2;2;4;5;3;4;4;4
649745;237;2;1;2;120.08832208;3;2;2;1;1;1;2;2;1;1;2;1;;;3;3;3;2;2;1;1;1;2;1;2;1;1;2;2;3;1;;1;;;;;;;;;;;;;;;;3;3;3;3;5;4;;5;5;;1;;1;1;1;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;4;2;3;4;4;4
649746;237;1;1;1;65.078109639;2;;;;;;;;;;;;;;3;2;3;2;2;2;1;1;1;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;2;5;3;3;5;3;;5;5;;1;1;1;;;;;;;;1;;;1;2;1;2;2;1;2;2;2;2;2;2;4;4;2;2;4;5
649746;237;2;1;2;65.078109639;3;2;2;2;1;2;2;2;2;1;2;1;;;5;5;3;2;2;2;1;2;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;9;9;9;9;9;9;1;1;1;1;1;1
649747;237;1;1;1;119.09567028;3;1;2;1;1;1;1;2;2;2;2;1;;;3;2;3;2;2;2;1;2;2;2;2;2;1;2;2;3;1;;1;;;;;;;;;;;;;;;;2;3;3;3;3;3;;5;4;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;5;5;5;5;5
649747;237;2;1;2;119.09567028;3;1;2;2;2;2;2;2;2;2;2;2;;;3;3;3;1;1;1;1;1;1;2;2;2;1;2;2;1;1;;1;1;;;;;1;;;;;;;;;;2;3;3;3;3;3;;5;4;;1;1;;1;;;;;;;1;;;1;2;1;2;2;1;1;2;2;2;2;2;5;5;4;4;5;5
649748;237;1;1;1;91.101204515;3;1;2;1;2;2;2;2;2;1;2;1;;;5;3;3;1;2;1;2;2;2;2;1;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;3;3;3;3;3;3;;3;5;;1;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4
649749;237;1;1;1;160.85355685;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;5;5;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;5;5;2;4;5;5
649749;237;2;1;2;160.85355685;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;5;3;5;3;;5;5;;;;1;1;1;;1;;;;1;;;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;9;4;5
649750;237;1;1;1;101.3137817;2;;;;;;;;;;;;;;5;2;3;2;2;1;2;1;2;2;2;2;2;2;2;3;1;;1;;;;;;;;;;;;;;;;2;2;3;2;3;2;;5;5;;1;;;1;1;;;;;;;;;1;1;1;2;2;1;2;2;2;2;2;2;5;5;5;5;5;5
649750;237;2;1;2;101.3137817;3;2;2;1;2;1;2;2;1;2;2;2;;;5;2;3;2;2;1;2;2;2;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;2;3;2;5;3;;5;5;;1;;;1;1;;;;;;1;;;1;2;2;2;2;1;2;2;2;2;2;2;5;3;3;3;5;5
649750;237;3;1;3;101.3137817;2;;;;;;;;;;;;;;3;2;3;2;2;1;1;1;1;1;2;2;2;2;2;1;1;;1;;1;;;;;;;1;;;;;;;2;2;3;3;2;3;;3;3;;;;;1;1;;;;;;;;;1;1;1;2;2;1;2;2;2;2;2;2;5;5;4;5;5;5
649750;237;4;1;4;101.3137817;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;3;5;3;3;;5;3;;1;;;1;1;;;;;;1;;;1;1;1;2;2;1;2;2;2;2;2;2;5;5;4;5;5;5
649751;237;1;1;1;58.460964744;2;;;;;;;;;;;;;;5;3;3;2;2;2;1;1;2;2;1;1;1;1;1;3;1;;1;;;;;;;;;;;;;;;;1;5;5;3;3;3;;5;3;;;;;1;;;;;;;;;;2;2;1;2;2;1;2;2;2;2;2;2;5;5;4;5;5;5
649752;237;1;1;1;187.88608526;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;;;2;2;2;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;3
649752;237;2;1;2;187.88608526;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;2;3;3;;;2;2;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;4;4;4;2;5;4
649753;237;1;1;1;485.86407608;1;;;;;;;;;;;;;;1;1;3;2;2;2;2;1;2;2;2;2;2;2;2;4;2;;;;;;;;;;;;;;;;;;2;2;3;2;;;1;2;5;;;;;1;1;;;;;;1;;;2;2;1;2;2;2;2;2;2;2;2;2;5;5;3;3;5;4
649753;237;2;1;2;485.86407608;1;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;3;;;2;2;2;;;;;;1;;;;;;1;;;2;2;2;2;2;2;9;9;9;9;9;9;4;4;3;3;5;4
649754;237;1;1;1;187.88608526;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;3;2;;;2;2;2;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4
649754;237;2;1;2;187.88608526;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;1;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;1;2;3;3;;;2;5;2;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4
649755;237;1;1;1;364.61469625;1;;;;;;;;;;;;;;2;1;3;2;2;1;2;2;2;2;2;2;2;2;2;1;1;;1;;;;;;;;;;;;;;;;2;5;3;3;;;3;5;5;1;1;;;;1;;;;;;1;;;2;2;2;2;2;1;2;2;2;2;2;2;5;4;2;2;5;5
649756;237;1;1;1;253.27714431;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;5;2;2;;;3;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;9;5;3
649757;237;1;1;1;413.86978048;1;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;;4;2;;;;;;;;;;;;;;;;;;2;3;4;1;;;1;2;5;;1;1;;;;;;1;;;;;;2;2;2;2;2;2;9;9;9;9;9;9;5;4;4;5;5;5
649758;237;1;1;1;364.61469625;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;1;5;5;2;;;3;5;5;;;;;;1;;;;;;;;;2;2;2;2;2;2;1;2;2;2;2;2;3;3;3;9;4;3
649759;237;1;1;1;187.88608526;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;3;;;2;2;5;;;;;;;;;;;;1;;;2;2;1;2;2;2;2;2;2;2;2;2;5;5;5;1;5;5
649759;237;2;1;2;187.88608526;1;;;;;;;;;;;;;;1;1;3;1;2;2;2;2;2;2;2;2;2;2;2;4;2;;;;;;;;;;;;;;;;;;1;3;3;5;;;2;5;2;;;;1;1;1;;;;;;1;;;1;2;1;2;2;2;9;9;9;9;9;9;4;3;4;4;5;4
649759;237;3;1;3;187.88608526;2;;;;;;;;;;;;;;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;3;2;2;;;2;2;5;;;;1;1;1;1;;1;;;1;;;2;2;2;2;1;2;9;9;9;9;9;9;5;5;5;5;5;5
649760;237;1;1;1;187.88608526;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;1;1;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;3;3;3;3;;;2;3;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;4;3;3;3;4;4
649760;237;2;1;2;187.88608526;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;1;1;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;1;5;3;3;;;2;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;4;3;3;2;4;4
649761;237;1;1;1;187.88608526;2;;;;;;;;;;;;;;2;1;3;2;2;2;1;2;2;2;2;2;2;2;2;3;1;;1;;;;;;;;;;;;;;;;2;3;3;5;;;2;5;5;1;;;;;;;;;;;;;;2;2;1;2;1;2;9;9;9;9;9;9;5;5;5;5;5;5
649761;237;2;1;2;187.88608526;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;;;2;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;1;2;2;2;2;2;2;4;4;3;3;5;5
649762;237;1;1;1;402.7123062;1;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;2;3;2;;;1;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;9;9;9;9;9;9;5;4;4;2;3;4
649762;237;2;1;2;402.7123062;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;3;2;;;2;2;2;;;;;;;;;;;;1;;;2;2;2;2;2;1;2;2;2;2;2;2;4;4;4;5;4;4
649763;237;1;1;1;650.44258325;2;;;;;;;;;;;;;;2;2;3;2;2;2;1;2;1;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;1;2;3;2;;;2;5;2;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4
649763;237;2;1;2;650.44258325;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;2;1;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;1;5;2;2;;;2;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;9;5;5
649764;237;1;1;1;413.86978048;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;1;2;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;1;2;3;2;;;2;5;3;;;;;;1;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
649765;237;1;1;1;503.24037373;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;;;2;2;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;9;9;9;9;9;9;4;4;4;4;4;4
649765;237;2;1;2;503.24037373;1;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;1;1;1;;;1;1;1;;;;;;;;;;;;1;;;2;2;2;2;2;2;9;9;9;9;9;9;5;9;4;5;5;5
649765;237;5;1;5;503.24037373;1;;;;;;;;;;;;;;2;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;3;2;;;2;2;5;;;;;;;;;;;;;;2;1;2;2;2;2;1;9;9;9;9;9;9;4;5;4;4;4;4
649766;237;1;1;1;373.08260871;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;2;1;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;1;2;2;2;;;2;5;5;;;;;;1;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4
649766;237;2;1;2;373.08260871;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;2;3;2;;;3;5;5;;;;1;;1;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;9;5;4
649767;237;1;1;1;413.86978048;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;1;2;1;;;1;1;2;;;;;;;;;;;;;;2;2;2;2;2;2;1;2;2;2;2;2;2;5;5;3;5;5;5
649768;237;1;1;1;364.61469625;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;3;2;;;2;5;5;;;;;;1;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4
649769;237;1;1;1;294.79294327;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;2;2;2;2;1;2;2;2;1;2;;;;;;;;;;;;;;;;;;1;5;2;2;;;2;5;5;;;;1;;;;;;;;1;;;2;2;2;1;2;2;2;2;2;2;2;2;5;5;3;4;5;4
649769;237;2;1;2;294.79294327;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;1;5;2;3;;;3;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;1;1;2;2;2;2;2;4;3;4;9;4;4
649770;237;1;1;1;364.61469625;2;;;;;;;;;;;;;;2;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;2;2;2;;;2;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;1;2;2;2;2;2;2;4;4;2;3;4;4
649771;237;1;1;1;187.88608526;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;2;2;2;;;2;2;2;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;2;5;4;4;4;4;4
649772;237;1;1;1;318.31488995;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;3;3;2;;;1;5;5;;;;;;1;;;;;;;;;2;2;1;2;2;1;2;2;2;2;2;2;5;4;3;3;3;4
649772;237;2;1;2;318.31488995;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;3;3;;;2;2;5;;;;;;1;;;;;;1;;;2;2;2;2;2;2;2;2;2;2;2;2;4;3;5;4;5;4
649772;237;3;1;3;318.31488995;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;3;2;;;2;2;5;;;;;1;1;;;;;;1;;;1;2;2;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4
649772;237;4;1;4;318.31488995;2;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;1;3;3;;;2;2;5;;;;;;1;;;;;;1;;;1;2;2;2;2;1;2;2;2;2;2;2;4;4;3;3;4;4
649773;237;1;1;1;674.971949;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;2;5;2;3;;;2;5;5;;;;;;1;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;3;4;3;3;3;4
649774;237;1;1;1;353.45722198;1;;;;;;;;;;;;;;1;1;3;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;;;;;;;;;;;;;;;;;2;2;3;2;;;2;2;3;;;;;;;;;;;;1;;;2;2;1;2;2;2;2;2;2;2;2;2;5;4;3;3;5;5
649774;237;2;1;2;353.45722198;1;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;2;1;2;;;2;2;5;;;;;1;1;;;;;;1;;;2;2;2;2;2;1;2;2;2;2;2;2;4;3;3;3;4;5
649775;237;1;1;1;187.88608526;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;1;1;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;3;3;3;;;3;5;5;;;;;;;;;;;;1;;;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
649775;237;2;1;2;187.88608526;2;;;;;;;;;;;;;;5;2;3;2;2;2;2;1;1;2;2;1;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;3;3;3;;;3;3;5;;;;1;;1;;;;;;;;;1;2;1;2;2;2;1;1;2;2;2;2;5;5;5;5;5;5
649776;237;1;1;1;253.27714431;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;;;2;2;5;;;;;;1;;;;;;1;;;1;2;2;2;2;1;2;2;2;2;2;2;4;4;4;4;4;4
649777;237;1;1;1;270.21296922;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;2;5;3;2;;;3;5;5;;;;1;;1;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;3;3;3;9;3;4
649777;237;2;1;2;270.21296922;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;1;1;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;1;5;3;3;;;3;5;5;;;;;;1;;;1;;;1;;;2;2;1;2;2;2;1;2;2;2;2;2;4;4;3;9;4;4
649777;237;3;1;3;270.21296922;2;;;;;;;;;;;;;;2;2;3;2;2;1;2;1;1;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;3;3;3;;;3;3;3;;;;;;1;;;1;;;1;;;1;2;1;2;2;1;1;1;2;2;2;2;4;4;4;4;4;4
649778;237;1;1;1;242.11967004;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;1;2;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;5;3;2;;;2;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;9;4;4
649778;237;2;1;2;242.11967004;2;;;;;;;;;;;;;;3;2;3;2;2;2;2;1;1;2;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;2;5;3;3;;;3;5;5;;;;;;1;;;;;;1;;;2;2;1;2;2;1;2;2;2;2;2;2;4;3;3;9;4;4
649779;237;2;1;2;291.37475427;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;2;2;2;;;2;2;2;;;;;;1;;;;;;1;;;1;2;2;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4
649779;237;1;1;1;291.37475427;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;1;5;5;5;;;1;5;5;;1;;;1;;;;;;;1;;;1;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
649780;237;1;1;1;187.88608526;2;;;;;;;;;;;;;;2;2;3;2;2;2;2;1;1;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;5;3;2;;;2;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4
649780;237;2;1;2;187.88608526;2;;;;;;;;;;;;;;2;2;3;2;2;1;2;1;1;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;2;3;2;;;2;5;3;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;4;4;4;4;5;4
649781;237;1;1;1;364.61469625;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;3;3;2;;;2;2;5;;;;;;;;;;;;1;;;1;2;2;2;2;2;2;2;2;2;2;2;4;3;4;4;4;4
649782;237;1;1;1;76.037390339;2;;;;;;;;;;;;;;5;2;3;1;2;1;1;1;2;2;1;2;2;1;1;3;1;;1;;;;;;;;;;;;;;;;2;5;2;3;3;3;;3;5;;1;;;;;;;;;;1;;;1;1;1;2;2;1;2;2;2;2;2;2;3;2;1;3;2;4
649782;237;2;1;2;76.037390339;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;2;2;2;3;3;3;;5;2;1;;;;;1;1;;;;;;;;1;2;1;2;1;1;2;1;2;2;2;2;4;5;2;5;3;5
649783;237;2;1;2;79.13617793;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;1;;;;;;;;;1;1;1;1;1;1;2;2;2;2;2;2;4;5;3;4;4;4
649783;237;3;1;3;79.13617793;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;1;;;;;;;;;1;1;1;2;2;2;1;2;2;2;2;2;4;4;4;3;3;4
649783;237;1;1;1;79.13617793;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;1;1;;;;;;;;;1;1;1;1;1;1;2;2;2;2;2;2;4;4;4;4;4;4
649784;237;1;1;1;75.776702067;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;5;3;5;2;;3;3;1;;;;1;1;;;;;;;;;2;2;1;2;2;2;2;1;2;2;2;2;4;5;4;4;4;5
649784;237;2;1;2;75.776702067;2;;;;;;;;;;;;;;4;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;1;2;5;2;5;2;;3;2;;;;;1;1;;;;;;;;;1;1;1;2;2;2;2;2;2;2;2;2;4;4;3;4;3;4
649785;237;1;1;1;79.13617793;2;;;;;;;;;;;;;;2;2;3;1;2;1;1;1;2;1;2;2;1;2;2;3;2;;;;;;;;;;;;;;;;;;2;3;3;3;5;3;;5;5;;1;;;1;;;;;;;1;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
649785;237;2;1;2;79.13617793;2;;;;;;;;;;;;;;2;2;3;2;1;1;1;1;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;2;5;5;3;3;3;;5;5;;;;;1;1;;;;;;1;;;1;1;1;2;2;2;2;2;2;2;2;2;4;5;4;5;5;5
649785;237;3;1;3;79.13617793;2;;;;;;;;;;;;;;2;2;3;2;2;1;1;1;2;2;1;1;1;1;1;3;2;;;;;;;;;;;;;;;;;;2;3;2;5;3;3;;4;3;;;;;;1;;;;;;1;;;2;1;1;1;1;2;1;1;2;2;2;2;5;5;4;4;4;5
649786;237;2;1;2;86.554259054;1;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;4;5;5
649786;237;3;1;3;86.554259054;1;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;2;;;;;;;;;;;;;;2;1;1;1;2;2;1;2;2;2;2;2;2;5;5;4;3;5;5
649786;237;1;1;1;86.554259054;1;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;1;1;1;1;2;2;;2;5;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
649787;237;1;1;1;51.45776625;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;2;2;;5;5;;;;1;1;;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;5;4;5;5;5;5
649787;237;2;1;2;51.45776625;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;3;4;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;5;4;5;5;5;5
649788;237;1;1;1;70.053226517;1;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;1;;;;;;;1;;;;1;1;1;1;1;1;2;2;2;2;2;2;4;4;3;5;4;4
649788;237;2;1;2;70.053226517;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;1;;;;;;;;;;1;1;1;2;2;1;2;2;2;2;2;2;5;4;4;4;4;4
649789;237;1;1;1;85.38814124;2;;;;;;;;;;;;;;3;2;3;1;1;2;1;1;1;1;1;1;2;2;2;3;1;1;1;;1;;;;;;;;;;;;;;2;3;3;3;3;3;;3;5;;1;1;1;;1;;1;;;;1;;;2;2;1;2;2;2;1;1;2;1;1;1;5;3;3;5;4;5
649789;237;2;1;2;85.38814124;3;1;2;1;1;1;2;2;1;2;2;1;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;3;2;3;3;3;;2;5;;;;;1;;;;;;;;;;1;2;1;2;1;1;2;2;2;2;2;2;4;4;3;2;4;5
649790;237;1;1;1;116.78910747;1;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;1;;;;;;;;;;2;2;2;1;2;1;2;2;2;2;2;2;5;5;3;3;5;5
649790;237;2;1;2;116.78910747;1;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;1;;;;;;;;;;;;1;1;1;2;2;1;2;2;2;2;2;2;5;5;3;5;5;5
649791;237;1;1;1;70.053226517;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;3;2;2;4;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;1;2;5;5;3;4;5;4
