DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P3105;P1361S20;P1361S14;P1361S21;P1361S3;P1361S4;P1361S5;P1361S22;P1361S23;P1361S7;P1361S11;P1361S24;P1361S12;P1361S13;P3106;P3502;P3107;P1358S16;P1358S13;P1358S17;P1358S3;P1358S4;P1358S5;P1358S18;P1358S19;P1358S7;P1358S12;P1358S20;P1358S10;P3108;P564;P3109S1;P3109S2;P3109S3;P3109S4;P3109S5;P3109S6;P3109S7;P3109S16;P3109S17;P3109S9;P3109S10;P3109S11;P3109S12;P3109S13;P3109S18;P3109S14;P3109S15;P3111S1;P3111S2;P3111S3;P3111S4;P3111S5;P3111S6;P3111S7;P3111S8;P3111S9;P3112S1;P3112S2;P3112S3;P3112S4;P3112S5;P3112S6;P3112S7;P3112S8;P3112S9;P3112S10;P3112S11;P3112S16;P3112S14;P3112S15;P1353S1;P1353S2;P1353S3;P1353S4;P1353S5;P1353S6;P3302S1;P3302S9;P3302S4;P3302S5;P3302S7;P3302S8;P3503S1;P3503S2;P3503S3;P3503S4;P3503S5;P3503S6
673350;237;3;2;1;74.870812934;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;3;5;2;2;5;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;4;5;3;2;5;5
673350;237;4;2;2;74.870812934;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;2;5;2;;3;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;3;5;5;5
673351;237;1;1;1;45.793353452;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673351;237;2;1;2;45.793353452;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;2;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;5;5;5;5
673351;237;3;1;3;45.793353452;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;2;5;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673352;237;1;1;1;33.160380636;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673352;237;2;1;2;33.160380636;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673352;237;3;1;3;33.160380636;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673352;237;4;1;4;33.160380636;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;2;2;5;5
673353;237;1;1;1;76.469162826;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;2;;;;;1;;;;1;;;;;;1;2;1;2;1;1;2;2;2;2;2;2;5;5;5;5;5;5
673353;237;2;1;2;76.469162826;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;5;5;5;2;;5;2;;;;;;;;;;;;1;;;2;2;1;2;2;2;2;2;2;2;2;2;5;5;4;4;5;5
673354;237;1;1;1;124.90722139;2;;;;;;;;;;;;;;3;2;3;2;2;1;2;1;2;1;1;2;1;1;1;3;2;;;;;;;;;;;;;;;;;;1;3;3;3;5;3;;3;5;;;;;;;;;;;;;;2;1;1;1;2;2;1;2;2;2;2;2;2;3;4;1;1;4;4
673354;237;2;1;2;124.90722139;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;2;2;2;2;2;3;;3;3;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;4;2;2;5;4
673355;237;1;1;1;79.380524741;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;2;2;2;2;2;3;;3;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;4;4
673355;237;2;1;2;79.380524741;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;1;2;2;2;2;2;;3;3;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;3;4;4
673356;237;1;1;1;113.28134956;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;1;;1;;;;;;;;;;;;;;;;3;3;2;3;3;3;;3;5;;;;;;;;;;;;;;2;1;2;1;2;1;1;2;2;2;2;2;2;4;4;3;3;5;4
673356;237;2;1;2;113.28134956;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;3;;3;3;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;4;4;3;3;4;4
673357;237;1;1;1;42.888305979;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;2;2;;5;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;4;4;4;4
673357;237;2;1;2;42.888305979;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;2;2;;5;2;;;;;;;;;;;;;;2;1;1;1;1;1;1;1;2;2;2;2;2;4;4;4;1;4;4
673357;237;3;1;3;42.888305979;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;5;5;2;2;4;4
673358;237;1;1;1;49.417699361;3;2;2;2;2;2;2;2;2;2;2;2;;;3;3;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;3;5;2;5;5;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673358;237;2;1;2;49.417699361;3;2;2;2;2;2;2;2;2;2;2;2;;;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673359;237;1;1;1;48.333375811;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;4;5;5;5;5
673359;237;2;1;2;48.333375811;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;5;5;1;1;5;5
673360;237;1;1;1;46.168480598;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673360;237;2;1;2;46.168480598;2;;;;;;;;;;;;;;2;5;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673360;237;5;1;5;46.168480598;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673360;237;6;1;6;46.168480598;2;;;;;;;;;;;;;;5;5;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673361;237;1;1;1;43.373003829;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;5;;;;;;;;;;;;;;2;1;1;1;1;1;1;2;2;2;2;2;2;5;5;2;3;5;5
673361;237;2;1;2;43.373003829;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;5;5;4;2;5;5
673362;237;1;1;1;42.400268026;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;1;;1;1;;;;;;;1;;;2;2;2;2;2;2;1;9;2;2;2;2;3;1;1;1;1;4
673362;237;2;1;2;42.400268026;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;5;2;;2;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;4;3;1;1;4;4
673362;237;3;1;3;42.400268026;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;1;1;4;4
673363;237;1;1;1;52.809049944;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;3;2;5;2;;5;5;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673363;237;2;1;2;52.809049944;2;;;;;;;;;;;;;;3;3;3;2;2;1;2;1;2;2;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;3;2;5;5;5;2;;5;5;;;;;;;;;;;;;;2;1;1;1;2;2;1;2;2;2;2;2;2;5;5;5;5;5;5
673363;237;3;1;3;52.809049944;2;;;;;;;;;;;;;;5;2;1;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;2;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;1;1;1;2;2;1;2;2;2;2;2;2;5;5;5;5;5;5
673364;237;1;1;1;64.81084534;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;3;2;;5;5;;;;;1;;;;;;;1;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673365;237;1;1;1;55.963272232;2;;;;;;;;;;;;;;3;2;3;2;2;2;2;1;1;2;2;2;2;2;2;3;1;;1;;;;;;;;;;;;;;;;2;2;2;2;5;3;;5;5;;;;;;;;;;;;;;2;1;2;1;2;1;2;2;2;2;2;2;2;4;4;4;9;4;5
673365;237;2;1;2;55.963272232;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;5;5;;;;;;;;;;;;;;2;1;1;1;2;1;1;2;2;2;2;2;2;4;4;4;4;4;4
673365;237;3;1;3;55.963272232;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;2;2;2;;5;5;;;;;;;;;;;;;;2;1;1;1;2;1;1;2;2;2;2;2;2;5;4;4;9;5;4
673366;237;1;1;1;50.694403435;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;5;4;5;4;4
673366;237;2;1;2;50.694403435;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;5;2;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673367;237;2;1;2;42.381150744;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;4;3;5;4
673367;237;3;1;3;42.381150744;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;5;5;5;5;5
673367;237;1;1;1;42.381150744;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;5;5;3;5;5;5
673368;237;1;1;1;54.378071343;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673368;237;2;1;2;54.378071343;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;3;3;3;5;2;;5;5;;;;;;;;;;;;;;2;2;1;1;1;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673369;237;1;1;1;38.593641336;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;2;;;;1;;;;;;;;1;;;1;2;1;2;2;1;2;2;2;2;2;2;5;5;5;5;5;5
673369;237;2;1;2;38.593641336;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;1;;1;;;;;;;;1;;;2;2;2;2;2;2;2;2;2;2;2;2;5;5;4;4;5;5
673369;237;3;1;3;38.593641336;2;;;;;;;;;;;;;;5;5;2;;;;;;;;;;;;;4;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;4;4
673370;237;3;1;3;42.888305979;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;1;2;2;2;2;2;5;5;5;5;5;5
673370;237;1;1;1;42.888305979;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673370;237;2;1;2;42.888305979;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673371;237;1;1;1;58.934136226;2;;;;;;;;;;;;;;3;2;3;2;2;1;2;1;2;2;1;2;1;1;1;3;2;;;;;;;;;;;;;;;;;;1;2;2;5;2;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;4;4;4;4
673371;237;2;1;2;58.934136226;2;;;;;;;;;;;;;;3;2;3;2;2;1;2;1;2;2;1;2;1;1;1;3;2;;;;;;;;;;;;;;;;;;1;2;2;3;2;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;4;4;4;5;5
673371;237;3;1;3;58.934136226;2;;;;;;;;;;;;;;3;2;3;2;2;1;2;2;2;2;1;2;1;1;1;3;1;;1;;;;;;;;;;;;;;;;1;2;2;5;2;3;;3;2;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;4;4;4;4;4
673372;237;1;1;1;79.109235411;3;2;2;1;1;1;2;2;2;2;2;2;;;3;3;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;5;5;;;;;;;;;;;;;;2;1;1;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673372;237;2;1;2;79.109235411;2;;;;;;;;;;;;;;3;2;3;2;1;1;1;1;1;2;2;2;2;1;1;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;3;3;;5;5;;;;;;;;;;;;;;2;1;2;1;2;1;1;2;2;2;2;2;2;5;5;4;4;5;5
673372;237;3;1;3;79.109235411;2;;;;;;;;;;;;;;3;2;3;2;1;1;1;1;1;2;2;2;2;1;1;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;3;;5;5;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;5;4;4;4;3;5
673372;237;4;1;4;79.109235411;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;2;2;;5;2;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;2;5;5
673373;237;1;1;1;54.152979107;3;2;2;1;2;1;2;2;1;2;2;1;;;3;3;3;2;2;1;2;1;2;2;1;2;1;1;1;3;1;;1;;;;;;;;;;;;;;;;2;3;3;3;3;3;;3;3;;;;;;;;;;;;;;2;1;1;1;2;2;1;2;2;2;2;2;2;5;4;3;3;4;5
673374;237;1;1;1;58.934136226;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;2;4;4
673374;237;2;1;2;58.934136226;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;2;5;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;5;5;3;3;4;4
673374;237;3;1;3;58.934136226;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;1;1;2;2;2;2;2;2;5;5;4;4;4;5
673375;237;4;1;4;58.948467579;2;;;;;;;;;;;;;;3;2;3;2;2;1;2;1;2;2;1;2;1;1;1;2;1;;1;;;;;;;;;;;;;;;;2;3;3;3;2;3;;3;3;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;2;4;4
673375;237;1;1;1;58.948467579;3;2;2;1;2;2;2;1;1;2;2;1;;;3;3;3;2;2;1;2;1;2;2;1;2;1;1;1;1;2;;;;;;;;;;;;;;;;;;2;3;3;3;3;3;;3;3;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673375;237;2;1;2;58.948467579;2;;;;;;;;;;;;;;3;2;3;2;2;1;2;1;2;2;1;2;1;1;1;3;1;;1;;;;;;;;;;;;;;;;1;2;2;3;5;3;;3;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;4;4
673375;237;3;1;3;58.948467579;2;;;;;;;;;;;;;;3;2;3;2;2;1;2;2;2;2;1;2;1;1;1;3;1;;1;;;;;;;;;;;;;;;;2;3;3;3;3;3;;3;3;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;3;4;4;4
673375;237;5;1;5;58.948467579;2;;;;;;;;;;;;;;3;2;3;2;2;1;2;2;2;2;1;2;1;1;1;3;1;;1;;;;;;;;;;;;;;;;2;2;2;2;2;3;;3;3;;;;;;;;;;;;;;2;1;2;1;2;2;1;2;2;2;2;2;2;4;4;3;2;4;4
673376;237;1;1;1;59.121236627;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673376;237;2;1;2;59.121236627;2;;;;;;;;;;;;;;5;2;3;2;2;1;1;1;1;2;2;2;2;1;1;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673376;237;3;1;3;59.121236627;2;;;;;;;;;;;;;;3;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;2;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673376;237;4;1;4;59.121236627;2;;;;;;;;;;;;;;5;2;3;2;2;1;2;1;1;2;2;2;2;1;1;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673377;237;1;1;1;65.485323452;3;1;1;1;1;1;1;1;1;1;2;1;;;4;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;2;3;3;5;5;3;;5;5;1;1;1;1;1;;;;1;;;1;;;2;2;2;2;2;2;1;1;2;2;2;2;5;5;1;2;4;5
673377;237;2;1;2;65.485323452;3;1;1;1;1;1;1;1;1;1;1;1;;;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;2;3;5;5;5;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;5;4
673378;237;1;1;1;99.009341894;3;2;2;1;2;2;2;2;2;2;2;2;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;5;2;5;5;2;;5;5;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673379;237;1;1;1;43.945971712;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673379;237;2;1;2;43.945971712;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;1;1;1;2;1;1;2;2;2;2;2;2;5;5;4;9;5;5
673380;237;1;1;1;39.172835548;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;3;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;1;1;4;4
673381;237;1;1;1;36.671781133;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;5;1;5;5
673381;237;2;1;2;36.671781133;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;2;5;;;;;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;2;2;2;5;5;3;5;4;3
673382;237;1;1;1;42.777098205;2;;;;;;;;;;;;;;3;2;3;2;2;2;1;2;2;2;2;2;2;2;2;3;1;;1;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673382;237;2;1;2;42.777098205;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673383;237;1;1;1;46.81052014;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;3;3;5;5
673383;237;2;1;2;46.81052014;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;1;2;2;2;2;2;4;4;1;1;5;4
673383;237;3;1;3;46.81052014;2;;;;;;;;;;;;;;5;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;1;1;2;2;2;2;5;5;1;1;5;4
673384;237;1;1;1;39.306325107;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;;2;2;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;2;2;4;4
673384;237;2;1;2;39.306325107;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;5;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;3;1;5;5
673385;237;1;1;1;35.994179488;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;5;5;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673385;237;2;1;2;35.994179488;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673385;237;3;1;3;35.994179488;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;5;5;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673385;237;4;1;4;35.994179488;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;2;2;2;2;5;2;;2;5;;;;;;;;;;;;;;2;2;2;1;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
673386;237;1;1;1;46.189055382;2;;;;;;;;;;;;;;2;2;2;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;2;2;2;5;2;2;;5;5;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;1;1;4;4
